TIME,GEO,UNIT,INDIC_IL,SEX,AGE,VALUE
2005,Slovakia,Euro,Mean equivalised net income,Total,Total,3115
2006,Slovakia,Euro,Mean equivalised net income,Total,Total,3804
2007,Slovakia,Euro,Mean equivalised net income,Total,Total,4378
2008,Slovakia,Euro,Mean equivalised net income,Total,Total,5180
2009,Slovakia,Euro,Mean equivalised net income,Total,Total,6290
2010,Slovakia,Euro,Mean equivalised net income,Total,Total,6785
2011,Slovakia,Euro,Mean equivalised net income,Total,Total,6979
2012,Slovakia,Euro,Mean equivalised net income,Total,Total,7556
2013,Slovakia,Euro,Mean equivalised net income,Total,Total,7266
2014,Slovakia,Euro,Mean equivalised net income,Total,Total,7484
2015,Slovakia,Euro,Mean equivalised net income,Total,Total,7293
2016,Slovakia,Euro,Mean equivalised net income,Total,Total,7391
2017,Slovakia,Euro,Mean equivalised net income,Total,Total,7491
2018,Slovakia,Euro,Mean equivalised net income,Total,Total,7870
2019,Slovakia,Euro,Mean equivalised net income,Total,Total,8523
2020,Slovakia,Euro,Mean equivalised net income,Total,Total,9003
2000,Finland,Euro,Mean equivalised net income,Total,Total,15481
2001,Finland,Euro,Mean equivalised net income,Total,Total,16219
2004,Finland,Euro,Mean equivalised net income,Total,Total,18579
2005,Finland,Euro,Mean equivalised net income,Total,Total,19535
2006,Finland,Euro,Mean equivalised net income,Total,Total,20225
2007,Finland,Euro,Mean equivalised net income,Total,Total,20787
2008,Finland,Euro,Mean equivalised net income,Total,Total,22008
2009,Finland,Euro,Mean equivalised net income,Total,Total,23119
2010,Finland,Euro,Mean equivalised net income,Total,Total,23528
2011,Finland,Euro,Mean equivalised net income,Total,Total,24150
2012,Finland,Euro,Mean equivalised net income,Total,Total,25148
2013,Finland,Euro,Mean equivalised net income,Total,Total,25901
2014,Finland,Euro,Mean equivalised net income,Total,Total,26130
2015,Finland,Euro,Mean equivalised net income,Total,Total,26240
2016,Finland,Euro,Mean equivalised net income,Total,Total,26379
2017,Finland,Euro,Mean equivalised net income,Total,Total,26689
2018,Finland,Euro,Mean equivalised net income,Total,Total,27389
2019,Finland,Euro,Mean equivalised net income,Total,Total,28061
2020,Finland,Euro,Mean equivalised net income,Total,Total,28683
2021,Finland,Euro,Mean equivalised net income,Total,Total,28611
2004,Sweden,Euro,Mean equivalised net income,Total,Total,18393
2005,Sweden,Euro,Mean equivalised net income,Total,Total,18970
2006,Sweden,Euro,Mean equivalised net income,Total,Total,18988
2007,Sweden,Euro,Mean equivalised net income,Total,Total,20178
2008,Sweden,Euro,Mean equivalised net income,Total,Total,21544
2009,Sweden,Euro,Mean equivalised net income,Total,Total,22050
2010,Sweden,Euro,Mean equivalised net income,Total,Total,20070
2011,Sweden,Euro,Mean equivalised net income,Total,Total,23001
2012,Sweden,Euro,Mean equivalised net income,Total,Total,25353
2013,Sweden,Euro,Mean equivalised net income,Total,Total,27094
2014,Sweden,Euro,Mean equivalised net income,Total,Total,27935
2015,Sweden,Euro,Mean equivalised net income,Total,Total,27218
2016,Sweden,Euro,Mean equivalised net income,Total,Total,27347
2017,Sweden,Euro,Mean equivalised net income,Total,Total,27890
2018,Sweden,Euro,Mean equivalised net income,Total,Total,27703
2019,Sweden,Euro,Mean equivalised net income,Total,Total,26356
2020,Sweden,Euro,Mean equivalised net income,Total,Total,26646
2021,Sweden,Euro,Mean equivalised net income,Total,Total,27654
2004,Iceland,Euro,Mean equivalised net income,Total,Total,24487
2005,Iceland,Euro,Mean equivalised net income,Total,Total,26335
2006,Iceland,Euro,Mean equivalised net income,Total,Total,32252
2007,Iceland,Euro,Mean equivalised net income,Total,Total,33753
2008,Iceland,Euro,Mean equivalised net income,Total,Total,37411
2009,Iceland,Euro,Mean equivalised net income,Total,Total,26559
2010,Iceland,Euro,Mean equivalised net income,Total,Total,20670
2011,Iceland,Euro,Mean equivalised net income,Total,Total,20698
2012,Iceland,Euro,Mean equivalised net income,Total,Total,21493
2013,Iceland,Euro,Mean equivalised net income,Total,Total,23319
2014,Iceland,Euro,Mean equivalised net income,Total,Total,24521
2015,Iceland,Euro,Mean equivalised net income,Total,Total,27526
2016,Iceland,Euro,Mean equivalised net income,Total,Total,31665
2017,Iceland,Euro,Mean equivalised net income,Total,Total,37450
2018,Iceland,Euro,Mean equivalised net income,Total,Total,43769
2003,Norway,Euro,Mean equivalised net income,Total,Total,31024
2004,Norway,Euro,Mean equivalised net income,Total,Total,29053
2005,Norway,Euro,Mean equivalised net income,Total,Total,29132
2006,Norway,Euro,Mean equivalised net income,Total,Total,32918
2007,Norway,Euro,Mean equivalised net income,Total,Total,30578
2008,Norway,Euro,Mean equivalised net income,Total,Total,34415
2009,Norway,Euro,Mean equivalised net income,Total,Total,36240
2010,Norway,Euro,Mean equivalised net income,Total,Total,34849
2011,Norway,Euro,Mean equivalised net income,Total,Total,39054
2012,Norway,Euro,Mean equivalised net income,Total,Total,42580
2013,Norway,Euro,Mean equivalised net income,Total,Total,45502
2014,Norway,Euro,Mean equivalised net income,Total,Total,46968
2015,Norway,Euro,Mean equivalised net income,Total,Total,44497
2016,Norway,Euro,Mean equivalised net income,Total,Total,42916
2017,Norway,Euro,Mean equivalised net income,Total,Total,41991
2018,Norway,Euro,Mean equivalised net income,Total,Total,42203
2019,Norway,Euro,Mean equivalised net income,Total,Total,42488
2020,Norway,Euro,Mean equivalised net income,Total,Total,43199
2007,Switzerland,Euro,Mean equivalised net income,Total,Total,32139
2008,Switzerland,Euro,Mean equivalised net income,Total,Total,31656
2009,Switzerland,Euro,Mean equivalised net income,Total,Total,33745
2010,Switzerland,Euro,Mean equivalised net income,Total,Total,35224
2011,Switzerland,Euro,Mean equivalised net income,Total,Total,39044
2012,Switzerland,Euro,Mean equivalised net income,Total,Total,44500
2013,Switzerland,Euro,Mean equivalised net income,Total,Total,46449
2014,Switzerland,Euro,Mean equivalised net income,Total,Total,44397
2015,Switzerland,Euro,Mean equivalised net income,Total,Total,45432
2016,Switzerland,Euro,Mean equivalised net income,Total,Total,50859
2017,Switzerland,Euro,Mean equivalised net income,Total,Total,50461
2018,Switzerland,Euro,Mean equivalised net income,Total,Total,49607
2019,Switzerland,Euro,Mean equivalised net income,Total,Total,47622
2020,Switzerland,Euro,Mean equivalised net income,Total,Total,50638
2021,Switzerland,Euro,Mean equivalised net income,Total,Total,53084
2000,United Kingdom,Euro,Mean equivalised net income,Total,Total,17813
2001,United Kingdom,Euro,Mean equivalised net income,Total,Total,20441
2005,United Kingdom,Euro,Mean equivalised net income,Total,Total,22519
2006,United Kingdom,Euro,Mean equivalised net income,Total,Total,22780
2007,United Kingdom,Euro,Mean equivalised net income,Total,Total,24823
2008,United Kingdom,Euro,Mean equivalised net income,Total,Total,22805
2009,United Kingdom,Euro,Mean equivalised net income,Total,Total,19391
2010,United Kingdom,Euro,Mean equivalised net income,Total,Total,20517
2011,United Kingdom,Euro,Mean equivalised net income,Total,Total,20788
2012,United Kingdom,Euro,Mean equivalised net income,Total,Total,22395
2013,United Kingdom,Euro,Mean equivalised net income,Total,Total,21654
2014,United Kingdom,Euro,Mean equivalised net income,Total,Total,24136
2015,United Kingdom,Euro,Mean equivalised net income,Total,Total,25022
2016,United Kingdom,Euro,Mean equivalised net income,Total,Total,24602
2017,United Kingdom,Euro,Mean equivalised net income,Total,Total,25244
2018,United Kingdom,Euro,Mean equivalised net income,Total,Total,25642
2013,Montenegro,Euro,Mean equivalised net income,Total,Total,3584
2014,Montenegro,Euro,Mean equivalised net income,Total,Total,3616
2015,Montenegro,Euro,Mean equivalised net income,Total,Total,3720
2016,Montenegro,Euro,Mean equivalised net income,Total,Total,3813
2017,Montenegro,Euro,Mean equivalised net income,Total,Total,4129
2018,Montenegro,Euro,Mean equivalised net income,Total,Total,4234
2019,Montenegro,Euro,Mean equivalised net income,Total,Total,4241
2020,Montenegro,Euro,Mean equivalised net income,Total,Total,4449
2012,North Macedonia,Euro,Mean equivalised net income,Total,Total,2153
2013,North Macedonia,Euro,Mean equivalised net income,Total,Total,2252
2014,North Macedonia,Euro,Mean equivalised net income,Total,Total,2304
2015,North Macedonia,Euro,Mean equivalised net income,Total,Total,2447
2016,North Macedonia,Euro,Mean equivalised net income,Total,Total,2549
2017,North Macedonia,Euro,Mean equivalised net income,Total,Total,2691
2018,North Macedonia,Euro,Mean equivalised net income,Total,Total,2842
2019,North Macedonia,Euro,Mean equivalised net income,Total,Total,2972
2020,North Macedonia,Euro,Mean equivalised net income,Total,Total,3260
2017,Albania,Euro,Mean equivalised net income,Total,Total,2143
2018,Albania,Euro,Mean equivalised net income,Total,Total,2339
2019,Albania,Euro,Mean equivalised net income,Total,Total,2619
2020,Albania,Euro,Mean equivalised net income,Total,Total,2943
2013,Serbia,Euro,Mean equivalised net income,Total,Total,2896
2014,Serbia,Euro,Mean equivalised net income,Total,Total,2839
2015,Serbia,Euro,Mean equivalised net income,Total,Total,2838
2016,Serbia,Euro,Mean equivalised net income,Total,Total,2850
2017,Serbia,Euro,Mean equivalised net income,Total,Total,2915
2018,Serbia,Euro,Mean equivalised net income,Total,Total,3040
2019,Serbia,Euro,Mean equivalised net income,Total,Total,3665
2020,Serbia,Euro,Mean equivalised net income,Total,Total,4281
2021,Serbia,Euro,Mean equivalised net income,Total,Total,4666
2006,Türkiye,Euro,Mean equivalised net income,Total,Total,3256
2007,Türkiye,Euro,Mean equivalised net income,Total,Total,3680
2008,Türkiye,Euro,Mean equivalised net income,Total,Total,3984
2009,Türkiye,Euro,Mean equivalised net income,Total,Total,4184
2010,Türkiye,Euro,Mean equivalised net income,Total,Total,3798
2011,Türkiye,Euro,Mean equivalised net income,Total,Total,4604
2012,Türkiye,Euro,Mean equivalised net income,Total,Total,4409
2013,Türkiye,Euro,Mean equivalised net income,Total,Total,4700
2014,Türkiye,Euro,Mean equivalised net income,Total,Total,4727
2015,Türkiye,Euro,Mean equivalised net income,Total,Total,4655
2016,Türkiye,Euro,Mean equivalised net income,Total,Total,5208
2017,Türkiye,Euro,Mean equivalised net income,Total,Total,5434
2018,Türkiye,Euro,Mean equivalised net income,Total,Total,4914
2019,Türkiye,Euro,Mean equivalised net income,Total,Total,4113
2020,Türkiye,Euro,Mean equivalised net income,Total,Total,4354
2018,Kosovo (under United Nations Security Council Resolution 1244/99),Euro,Mean equivalised net income,Total,Total,2635
2000,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,16893
2001,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,17785
2003,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,16912
2004,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,15903
2005,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,17374
2006,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,17868
2007,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,17775
2008,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,18606
2009,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,19021
2010,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,19014
2011,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,19629
2012,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,19862
2013,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,21198
2014,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,21148
2015,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,21779
2016,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,23218
2017,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,22437
2018,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,22714
2019,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,23597
2020,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,24004
2021,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,24331
2022,Belgium,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,26049
2006,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,3659
2007,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,3836
2008,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,5842
2009,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,6668
2010,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,6824
2011,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,6861
2012,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,6528
2013,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,7081
2014,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,7970
2015,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,8454
2016,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,8253
2017,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,9648
2018,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,9336
2019,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,11001
2020,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,11112
2021,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,12235
2022,Bulgaria,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,12313
2005,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,8735
2006,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,9307
2007,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,10023
2008,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,10914
2009,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,11444
2010,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,10923
2011,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,11315
2012,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,11602
2013,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,12207
2014,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,12513
2015,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,13100
2016,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,14023
2017,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,14167
2018,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,14737
2019,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,15541
2020,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,15825
2021,Czechia,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,15654
2003,Denmark,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,16825
2004,Denmark,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,16125
2005,Denmark,Purchasing power standard (PPS),Mean equivalised net income,Total,Total,16692
