GEO,UNIT,SEX,NACE_R2,ISCED11,VALUE
Romania,Purchasing power standard (PPS),Total,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,1758
Slovenia,Purchasing power standard (PPS),Total,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,1972
Slovakia,Purchasing power standard (PPS),Total,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,1461
Finland,Purchasing power standard (PPS),Total,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,2667
Sweden,Purchasing power standard (PPS),Total,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,2822
Iceland,Purchasing power standard (PPS),Total,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,2990
Norway,Purchasing power standard (PPS),Total,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,3140
Switzerland,Purchasing power standard (PPS),Total,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,4244
United Kingdom,Purchasing power standard (PPS),Total,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,2713
North Macedonia,Purchasing power standard (PPS),Total,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,1176
Albania,Purchasing power standard (PPS),Total,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,737
Serbia,Purchasing power standard (PPS),Total,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,1125
Türkiye,Purchasing power standard (PPS),Total,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,1671
Belgium,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,3529
Bulgaria,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,653
Czechia,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,1355
Denmark,Euro,Males,Industry construction and services (except public administration, defense, compulsory social security),All ISCED 2011 levels,4924
