TIME,GEO,COFOG99,UNIT,VALUE
2012,SE,TOTAL,PC_GDP,51.4
2013,SE,TOTAL,PC_GDP,52.4
2014,SE,TOTAL,PC_GDP,51.7
2015,SE,TOTAL,PC_GDP,50.3
2016,SE,TOTAL,PC_GDP,50.4
2017,SE,TOTAL,PC_GDP,50.2
2018,SE,TOTAL,PC_GDP,50.7
2019,SE,TOTAL,PC_GDP,49.7
2020,SE,TOTAL,PC_GDP,52.9
2021,SE,TOTAL,PC_GDP,49.9
2022,SE,TOTAL,PC_GDP,48.9
2000,IS,TOTAL,PC_GDP,44.8
2001,IS,TOTAL,PC_GDP,47.4
2002,IS,TOTAL,PC_GDP,45.5
2003,IS,TOTAL,PC_GDP,47.8
2004,IS,TOTAL,PC_GDP,46.7
2005,IS,TOTAL,PC_GDP,45
2006,IS,TOTAL,PC_GDP,44.8
2007,IS,TOTAL,PC_GDP,44.7
2008,IS,TOTAL,PC_GDP,63.4
2009,IS,TOTAL,PC_GDP,53.6
2010,IS,TOTAL,PC_GDP,48.8
2011,IS,TOTAL,PC_GDP,50.5
2012,IS,TOTAL,PC_GDP,47.7
2013,IS,TOTAL,PC_GDP,46
2014,IS,TOTAL,PC_GDP,45.8
2015,IS,TOTAL,PC_GDP,43.5
2016,IS,TOTAL,PC_GDP,46.4
2017,IS,TOTAL,PC_GDP,44.4
2018,IS,TOTAL,PC_GDP,43.8
2019,IS,TOTAL,PC_GDP,43.6
2020,IS,TOTAL,PC_GDP,51.3
2021,IS,TOTAL,PC_GDP,49.9
2022,IS,TOTAL,PC_GDP,47.5
2000,NO,TOTAL,PC_GDP,42.4
2001,NO,TOTAL,PC_GDP,44.1
2002,NO,TOTAL,PC_GDP,47.1
2003,NO,TOTAL,PC_GDP,48.2
2004,NO,TOTAL,PC_GDP,45.3
2005,NO,TOTAL,PC_GDP,42.3
2006,NO,TOTAL,PC_GDP,41
2007,NO,TOTAL,PC_GDP,41.6
2008,NO,TOTAL,PC_GDP,40.3
2009,NO,TOTAL,PC_GDP,46.3
2010,NO,TOTAL,PC_GDP,45.1
2011,NO,TOTAL,PC_GDP,43.9
2012,NO,TOTAL,PC_GDP,43
2013,NO,TOTAL,PC_GDP,44.1
2014,NO,TOTAL,PC_GDP,45.9
2015,NO,TOTAL,PC_GDP,49
2016,NO,TOTAL,PC_GDP,51.2
2017,NO,TOTAL,PC_GDP,50.1
2018,NO,TOTAL,PC_GDP,48.5
2019,NO,TOTAL,PC_GDP,51.1
2020,NO,TOTAL,PC_GDP,57.6
2021,NO,TOTAL,PC_GDP,47.1
2022,NO,TOTAL,PC_GDP,38.4
2000,CH,TOTAL,PC_GDP,33.3
2001,CH,TOTAL,PC_GDP,32.6
2002,CH,TOTAL,PC_GDP,35.1
2003,CH,TOTAL,PC_GDP,34.2
2004,CH,TOTAL,PC_GDP,33.9
2005,CH,TOTAL,PC_GDP,33.3
2006,CH,TOTAL,PC_GDP,31.4
2007,CH,TOTAL,PC_GDP,30.3
2008,CH,TOTAL,PC_GDP,30.8
2009,CH,TOTAL,PC_GDP,32.7
2010,CH,TOTAL,PC_GDP,32.4
2011,CH,TOTAL,PC_GDP,32.4
2012,CH,TOTAL,PC_GDP,32.7
2013,CH,TOTAL,PC_GDP,33.6
2014,CH,TOTAL,PC_GDP,33.3
2015,CH,TOTAL,PC_GDP,33.6
2016,CH,TOTAL,PC_GDP,33.7
2017,CH,TOTAL,PC_GDP,33.7
2018,CH,TOTAL,PC_GDP,33
2019,CH,TOTAL,PC_GDP,33.3
2020,CH,TOTAL,PC_GDP,38.3
2021,CH,TOTAL,PC_GDP,35.8
2022,CH,TOTAL,PC_GDP,33
2000,BE,GF01,PC_GDP,11.4
2001,BE,GF01,PC_GDP,11
2002,BE,GF01,PC_GDP,10.5
2003,BE,GF01,PC_GDP,10.3
2004,BE,GF01,PC_GDP,9.5
2005,BE,GF01,PC_GDP,9.3
2006,BE,GF01,PC_GDP,8.6
2007,BE,GF01,PC_GDP,8.7
2008,BE,GF01,PC_GDP,8.7
2009,BE,GF01,PC_GDP,9.1
2010,BE,GF01,PC_GDP,8.6
2011,BE,GF01,PC_GDP,8.8
2012,BE,GF01,PC_GDP,8.8
2013,BE,GF01,PC_GDP,8.6
2014,BE,GF01,PC_GDP,8.4
2015,BE,GF01,PC_GDP,8
2016,BE,GF01,PC_GDP,7.9
2017,BE,GF01,PC_GDP,7.2
2018,BE,GF01,PC_GDP,7.1
2019,BE,GF01,PC_GDP,6.9
2020,BE,GF01,PC_GDP,7.4
2021,BE,GF01,PC_GDP,6.9
2022,BE,GF01,PC_GDP,6.5
2000,BG,GF01,PC_GDP,10.8
2001,BG,GF01,PC_GDP,8.3
2002,BG,GF01,PC_GDP,6.9
2003,BG,GF01,PC_GDP,4
2004,BG,GF01,PC_GDP,5.3
2005,BG,GF01,PC_GDP,6
2006,BG,GF01,PC_GDP,4.5
2007,BG,GF01,PC_GDP,7.3
2008,BG,GF01,PC_GDP,5
2009,BG,GF01,PC_GDP,7.1
2010,BG,GF01,PC_GDP,3.8
2011,BG,GF01,PC_GDP,3.7
2012,BG,GF01,PC_GDP,3.4
2013,BG,GF01,PC_GDP,3.7
2014,BG,GF01,PC_GDP,3.9
2015,BG,GF01,PC_GDP,3.8
2016,BG,GF01,PC_GDP,3.6
2017,BG,GF01,PC_GDP,3.2
2018,BG,GF01,PC_GDP,3.7
2019,BG,GF01,PC_GDP,3.6
2020,BG,GF01,PC_GDP,3.7
2021,BG,GF01,PC_GDP,5
2022,BG,GF01,PC_GDP,3.7
2000,CZ,GF01,PC_GDP,3.5
2001,CZ,GF01,PC_GDP,3.6
2002,CZ,GF01,PC_GDP,4.2
2003,CZ,GF01,PC_GDP,4.6
2004,CZ,GF01,PC_GDP,4.6
2005,CZ,GF01,PC_GDP,5.2
2006,CZ,GF01,PC_GDP,4.3
2007,CZ,GF01,PC_GDP,4.6
2008,CZ,GF01,PC_GDP,4.6
2009,CZ,GF01,PC_GDP,5
2010,CZ,GF01,PC_GDP,4.8
2011,CZ,GF01,PC_GDP,4.8
2012,CZ,GF01,PC_GDP,6.7
2013,CZ,GF01,PC_GDP,5.2
2014,CZ,GF01,PC_GDP,5.2
2015,CZ,GF01,PC_GDP,4.7
2016,CZ,GF01,PC_GDP,4.6
2017,CZ,GF01,PC_GDP,4.2
2018,CZ,GF01,PC_GDP,4.4
2019,CZ,GF01,PC_GDP,4.4
2020,CZ,GF01,PC_GDP,4.7
2021,CZ,GF01,PC_GDP,4.6
2022,CZ,GF01,PC_GDP,4.7
2000,DK,GF01,PC_GDP,8.5
2001,DK,GF01,PC_GDP,8.4
2002,DK,GF01,PC_GDP,7.8
2003,DK,GF01,PC_GDP,7.6
2004,DK,GF01,PC_GDP,7.1
2005,DK,GF01,PC_GDP,6.8
2006,DK,GF01,PC_GDP,6.8
2007,DK,GF01,PC_GDP,6.7
2008,DK,GF01,PC_GDP,7.1
2009,DK,GF01,PC_GDP,7.9
2010,DK,GF01,PC_GDP,8
2011,DK,GF01,PC_GDP,8.2
2012,DK,GF01,PC_GDP,9.2
2013,DK,GF01,PC_GDP,7.5
2014,DK,GF01,PC_GDP,7.3
2015,DK,GF01,PC_GDP,7.4
2016,DK,GF01,PC_GDP,6.6
2017,DK,GF01,PC_GDP,5.9
2018,DK,GF01,PC_GDP,6.3
2019,DK,GF01,PC_GDP,5.9
2020,DK,GF01,PC_GDP,6.3
2021,DK,GF01,PC_GDP,5.8
2022,DK,GF01,PC_GDP,5.8
2000,DE,GF01,PC_GDP,6.8
2001,DE,GF01,PC_GDP,6.6
2002,DE,GF01,PC_GDP,6.7
2003,DE,GF01,PC_GDP,6.6
2004,DE,GF01,PC_GDP,6.4
2005,DE,GF01,PC_GDP,6.4
2006,DE,GF01,PC_GDP,6.2
2007,DE,GF01,PC_GDP,6.1
2008,DE,GF01,PC_GDP,6.6
2009,DE,GF01,PC_GDP,6.8
2010,DE,GF01,PC_GDP,6.8
2011,DE,GF01,PC_GDP,6.9
2012,DE,GF01,PC_GDP,6.7
2013,DE,GF01,PC_GDP,6.5
2014,DE,GF01,PC_GDP,6.3
2015,DE,GF01,PC_GDP,5.9
2016,DE,GF01,PC_GDP,5.8
2017,DE,GF01,PC_GDP,5.7
2018,DE,GF01,PC_GDP,5.7
2019,DE,GF01,PC_GDP,5.8
2020,DE,GF01,PC_GDP,6.1
2021,DE,GF01,PC_GDP,6.1
2022,DE,GF01,PC_GDP,6.2
2000,EE,GF01,PC_GDP,3.5
2001,EE,GF01,PC_GDP,3
2002,EE,GF01,PC_GDP,3.4
2003,EE,GF01,PC_GDP,3.1
2004,EE,GF01,PC_GDP,3.2
2005,EE,GF01,PC_GDP,3.1
2006,EE,GF01,PC_GDP,3.4
2007,EE,GF01,PC_GDP,3.3
2008,EE,GF01,PC_GDP,3.2
2009,EE,GF01,PC_GDP,3.8
2010,EE,GF01,PC_GDP,3.3
2011,EE,GF01,PC_GDP,3.4
2012,EE,GF01,PC_GDP,4
2013,EE,GF01,PC_GDP,4
2014,EE,GF01,PC_GDP,3.9
2015,EE,GF01,PC_GDP,4
2016,EE,GF01,PC_GDP,4
2017,EE,GF01,PC_GDP,3.9
2018,EE,GF01,PC_GDP,3.9
2019,EE,GF01,PC_GDP,3.5
2020,EE,GF01,PC_GDP,4
2021,EE,GF01,PC_GDP,4
2022,EE,GF01,PC_GDP,3.7
2000,IE,GF01,PC_GDP,4.2
2001,IE,GF01,PC_GDP,3.8
2002,IE,GF01,PC_GDP,3.7
2003,IE,GF01,PC_GDP,3.6
2004,IE,GF01,PC_GDP,3.7
2005,IE,GF01,PC_GDP,3.7
2006,IE,GF01,PC_GDP,3.4
2007,IE,GF01,PC_GDP,3.4
2008,IE,GF01,PC_GDP,3.8
2009,IE,GF01,PC_GDP,4.6
2010,IE,GF01,PC_GDP,5.2
2011,IE,GF01,PC_GDP,5.8
2012,IE,GF01,PC_GDP,6.5
2013,IE,GF01,PC_GDP,6.5
2014,IE,GF01,PC_GDP,5.9
2015,IE,GF01,PC_GDP,4.1
2016,IE,GF01,PC_GDP,4
2017,IE,GF01,PC_GDP,3.5
2018,IE,GF01,PC_GDP,3.3
2019,IE,GF01,PC_GDP,3
2020,IE,GF01,PC_GDP,2.7
2021,IE,GF01,PC_GDP,2.4
2022,IE,GF01,PC_GDP,2.1
2000,EL,GF01,PC_GDP,12.1
2001,EL,GF01,PC_GDP,11.5
2002,EL,GF01,PC_GDP,11
2003,EL,GF01,PC_GDP,10.1
2004,EL,GF01,PC_GDP,11.5
2005,EL,GF01,PC_GDP,10
2006,EL,GF01,PC_GDP,11
2007,EL,GF01,PC_GDP,11.6
2008,EL,GF01,PC_GDP,11.4
2009,EL,GF01,PC_GDP,12.1
2010,EL,GF01,PC_GDP,12.3
2011,EL,GF01,PC_GDP,13.1
2012,EL,GF01,PC_GDP,11.1
2013,EL,GF01,PC_GDP,9.9
2014,EL,GF01,PC_GDP,10
2015,EL,GF01,PC_GDP,10.1
2016,EL,GF01,PC_GDP,8.9
2017,EL,GF01,PC_GDP,8.5
2018,EL,GF01,PC_GDP,8.5
2019,EL,GF01,PC_GDP,7.9
2020,EL,GF01,PC_GDP,8.4
2021,EL,GF01,PC_GDP,7.8
2022,EL,GF01,PC_GDP,7.1
2000,ES,GF01,PC_GDP,6.2
2001,ES,GF01,PC_GDP,6.1
2002,ES,GF01,PC_GDP,5.8
2003,ES,GF01,PC_GDP,5.6
2004,ES,GF01,PC_GDP,5.2
2005,ES,GF01,PC_GDP,5.1
2006,ES,GF01,PC_GDP,5.1
2007,ES,GF01,PC_GDP,5
2008,ES,GF01,PC_GDP,5.2
2009,ES,GF01,PC_GDP,5.7
2010,ES,GF01,PC_GDP,5.6
2011,ES,GF01,PC_GDP,6.3
2012,ES,GF01,PC_GDP,6.7
2013,ES,GF01,PC_GDP,7.4
2014,ES,GF01,PC_GDP,7.1
2015,ES,GF01,PC_GDP,6.5
2016,ES,GF01,PC_GDP,6.1
2017,ES,GF01,PC_GDP,5.6
2018,ES,GF01,PC_GDP,5.6
2019,ES,GF01,PC_GDP,5.4
2020,ES,GF01,PC_GDP,5.9
2021,ES,GF01,PC_GDP,5.8
2022,ES,GF01,PC_GDP,5.8
2000,FR,GF01,PC_GDP,7.8
2001,FR,GF01,PC_GDP,7.8
2002,FR,GF01,PC_GDP,7.7
2003,FR,GF01,PC_GDP,7.5
2004,FR,GF01,PC_GDP,7.4
2005,FR,GF01,PC_GDP,7.4
2006,FR,GF01,PC_GDP,6.9
2007,FR,GF01,PC_GDP,7.2
2008,FR,GF01,PC_GDP,7.2
2009,FR,GF01,PC_GDP,7.3
2010,FR,GF01,PC_GDP,6.9
2011,FR,GF01,PC_GDP,6.9
2012,FR,GF01,PC_GDP,7
2013,FR,GF01,PC_GDP,6.9
2014,FR,GF01,PC_GDP,6.6
2015,FR,GF01,PC_GDP,6.3
2016,FR,GF01,PC_GDP,6.1
2017,FR,GF01,PC_GDP,6.2
2018,FR,GF01,PC_GDP,5.8
2019,FR,GF01,PC_GDP,5.6
2020,FR,GF01,PC_GDP,5.7
2021,FR,GF01,PC_GDP,5.8
2022,FR,GF01,PC_GDP,6.2
2000,HR,GF01,PC_GDP,4.3
2001,HR,GF01,PC_GDP,4.2
2002,HR,GF01,PC_GDP,3.6
2003,HR,GF01,PC_GDP,3.7
2004,HR,GF01,PC_GDP,3.8
2005,HR,GF01,PC_GDP,3.8
2006,HR,GF01,PC_GDP,3.8
2007,HR,GF01,PC_GDP,4
2008,HR,GF01,PC_GDP,4.1
2009,HR,GF01,PC_GDP,4.5
2010,HR,GF01,PC_GDP,4.4
2011,HR,GF01,PC_GDP,4.8
2012,HR,GF01,PC_GDP,5.1
2013,HR,GF01,PC_GDP,5.8
2014,HR,GF01,PC_GDP,6.9
2015,HR,GF01,PC_GDP,6.5
2016,HR,GF01,PC_GDP,6.6
2017,HR,GF01,PC_GDP,6.1
2018,HR,GF01,PC_GDP,5.7
2019,HR,GF01,PC_GDP,5.6
2020,HR,GF01,PC_GDP,5.8
2021,HR,GF01,PC_GDP,5.1
2022,HR,GF01,PC_GDP,4.2
2000,IT,GF01,PC_GDP,10.6
2001,IT,GF01,PC_GDP,10.7
2002,IT,GF01,PC_GDP,10.2
2003,IT,GF01,PC_GDP,9.8
2004,IT,GF01,PC_GDP,9.5
2005,IT,GF01,PC_GDP,9.4
2006,IT,GF01,PC_GDP,9.2
2007,IT,GF01,PC_GDP,9.1
2008,IT,GF01,PC_GDP,9.5
2009,IT,GF01,PC_GDP,9.3
2010,IT,GF01,PC_GDP,9
2011,IT,GF01,PC_GDP,9.1
2012,IT,GF01,PC_GDP,9.9
2013,IT,GF01,PC_GDP,9.6
2014,IT,GF01,PC_GDP,9.4
2015,IT,GF01,PC_GDP,8.6
2016,IT,GF01,PC_GDP,8.3
2017,IT,GF01,PC_GDP,8.1
2018,IT,GF01,PC_GDP,7.8
2019,IT,GF01,PC_GDP,7.3
2020,IT,GF01,PC_GDP,8
2021,IT,GF01,PC_GDP,7.9
2022,IT,GF01,PC_GDP,8.6
2000,CY,GF01,PC_GDP,8
2001,CY,GF01,PC_GDP,7.9
2002,CY,GF01,PC_GDP,8
2003,CY,GF01,PC_GDP,9
2004,CY,GF01,PC_GDP,8.3
2005,CY,GF01,PC_GDP,8.6
2006,CY,GF01,PC_GDP,8.6
2007,CY,GF01,PC_GDP,8.8
2008,CY,GF01,PC_GDP,8.6
2009,CY,GF01,PC_GDP,9.5
2010,CY,GF01,PC_GDP,8.2
2011,CY,GF01,PC_GDP,8.8
2012,CY,GF01,PC_GDP,10.1
2013,CY,GF01,PC_GDP,8.9
2014,CY,GF01,PC_GDP,9.1
2015,CY,GF01,PC_GDP,9
2016,CY,GF01,PC_GDP,7.8
2017,CY,GF01,PC_GDP,7.3
2018,CY,GF01,PC_GDP,7
2019,CY,GF01,PC_GDP,7.2
2020,CY,GF01,PC_GDP,7.4
2021,CY,GF01,PC_GDP,6.6
2022,CY,GF01,PC_GDP,6.1
2000,LV,GF01,PC_GDP,4.2
2001,LV,GF01,PC_GDP,3.9
2002,LV,GF01,PC_GDP,3.7
2003,LV,GF01,PC_GDP,4
2004,LV,GF01,PC_GDP,4.6
2005,LV,GF01,PC_GDP,4.1
2006,LV,GF01,PC_GDP,4.2
2007,LV,GF01,PC_GDP,4
2008,LV,GF01,PC_GDP,3.9
2009,LV,GF01,PC_GDP,4.9
2010,LV,GF01,PC_GDP,4.9
2011,LV,GF01,PC_GDP,4.9
2012,LV,GF01,PC_GDP,4.9
2013,LV,GF01,PC_GDP,4.9
2014,LV,GF01,PC_GDP,4.9
2015,LV,GF01,PC_GDP,5
2016,LV,GF01,PC_GDP,4.3
2017,LV,GF01,PC_GDP,4.1
2018,LV,GF01,PC_GDP,4.1
2019,LV,GF01,PC_GDP,3.9
2020,LV,GF01,PC_GDP,3.9
2021,LV,GF01,PC_GDP,3.9
2022,LV,GF01,PC_GDP,3.3
2000,LT,GF01,PC_GDP,5.5
2001,LT,GF01,PC_GDP,5.4
2002,LT,GF01,PC_GDP,4.4
2003,LT,GF01,PC_GDP,4.3
2004,LT,GF01,PC_GDP,4.5
2005,LT,GF01,PC_GDP,4.3
2006,LT,GF01,PC_GDP,4.2
2007,LT,GF01,PC_GDP,4.3
2008,LT,GF01,PC_GDP,4.3
2009,LT,GF01,PC_GDP,4.9
2010,LT,GF01,PC_GDP,5.1
2011,LT,GF01,PC_GDP,5.2
2012,LT,GF01,PC_GDP,4.8
2013,LT,GF01,PC_GDP,4.8
2014,LT,GF01,PC_GDP,4.8
2015,LT,GF01,PC_GDP,4.6
2016,LT,GF01,PC_GDP,4.3
2017,LT,GF01,PC_GDP,3.7
2018,LT,GF01,PC_GDP,3.5
2019,LT,GF01,PC_GDP,3.5
2020,LT,GF01,PC_GDP,3.6
2021,LT,GF01,PC_GDP,3.1
2022,LT,GF01,PC_GDP,2.8
2000,LU,GF01,PC_GDP,5.4
2001,LU,GF01,PC_GDP,5.1
2002,LU,GF01,PC_GDP,5.3
2003,LU,GF01,PC_GDP,5.3
2004,LU,GF01,PC_GDP,5.5
2005,LU,GF01,PC_GDP,5.6
2006,LU,GF01,PC_GDP,4.8
2007,LU,GF01,PC_GDP,4.6
2008,LU,GF01,PC_GDP,4.9
2009,LU,GF01,PC_GDP,5.1
2010,LU,GF01,PC_GDP,5.2
2011,LU,GF01,PC_GDP,5.4
2012,LU,GF01,PC_GDP,5.4
2013,LU,GF01,PC_GDP,5
2014,LU,GF01,PC_GDP,4.7
2015,LU,GF01,PC_GDP,4.7
2016,LU,GF01,PC_GDP,4.9
2017,LU,GF01,PC_GDP,4.9
2018,LU,GF01,PC_GDP,5.2
2019,LU,GF01,PC_GDP,5.2
2020,LU,GF01,PC_GDP,5.1
2021,LU,GF01,PC_GDP,4.7
2022,LU,GF01,PC_GDP,4.8
2000,HU,GF01,PC_GDP,9.8
2001,HU,GF01,PC_GDP,10.5
2002,HU,GF01,PC_GDP,9.7
2003,HU,GF01,PC_GDP,9.1
2004,HU,GF01,PC_GDP,9.8
2005,HU,GF01,PC_GDP,9.4
2006,HU,GF01,PC_GDP,9.6
2007,HU,GF01,PC_GDP,9.5
2008,HU,GF01,PC_GDP,9.5
2009,HU,GF01,PC_GDP,10.1
2010,HU,GF01,PC_GDP,9.3
2011,HU,GF01,PC_GDP,8.9
2012,HU,GF01,PC_GDP,9.5
2013,HU,GF01,PC_GDP,10.2
2014,HU,GF01,PC_GDP,9.8
2015,HU,GF01,PC_GDP,8.9
2016,HU,GF01,PC_GDP,8.2
2017,HU,GF01,PC_GDP,7.8
2018,HU,GF01,PC_GDP,8.2
2019,HU,GF01,PC_GDP,8.1
2020,HU,GF01,PC_GDP,8.1
2021,HU,GF01,PC_GDP,8
2022,HU,GF01,PC_GDP,8.2
2000,MT,GF01,PC_GDP,7.4
2001,MT,GF01,PC_GDP,7.1
2002,MT,GF01,PC_GDP,7
2003,MT,GF01,PC_GDP,6.5
2004,MT,GF01,PC_GDP,7.6
2005,MT,GF01,PC_GDP,7
2006,MT,GF01,PC_GDP,7.2
2007,MT,GF01,PC_GDP,6.9
2008,MT,GF01,PC_GDP,7.2
2009,MT,GF01,PC_GDP,7.7
2010,MT,GF01,PC_GDP,6.6
2011,MT,GF01,PC_GDP,7.1
2012,MT,GF01,PC_GDP,7.2
2013,MT,GF01,PC_GDP,6.8
2014,MT,GF01,PC_GDP,6.6
2015,MT,GF01,PC_GDP,6.2
2016,MT,GF01,PC_GDP,6
2017,MT,GF01,PC_GDP,5.3
2018,MT,GF01,PC_GDP,5.1
2019,MT,GF01,PC_GDP,5.1
2020,MT,GF01,PC_GDP,5.4
2021,MT,GF01,PC_GDP,5.8
2022,MT,GF01,PC_GDP,4.8
2000,NL,GF01,PC_GDP,7
2001,NL,GF01,PC_GDP,6.7
2002,NL,GF01,PC_GDP,6.4
2003,NL,GF01,PC_GDP,6.2
2004,NL,GF01,PC_GDP,6
2005,NL,GF01,PC_GDP,5.9
2006,NL,GF01,PC_GDP,5.8
2007,NL,GF01,PC_GDP,5.5
2008,NL,GF01,PC_GDP,5.7
2009,NL,GF01,PC_GDP,5.5
2010,NL,GF01,PC_GDP,5.7
2011,NL,GF01,PC_GDP,5.3
2012,NL,GF01,PC_GDP,5.2
2013,NL,GF01,PC_GDP,5.1
2014,NL,GF01,PC_GDP,5.2
2015,NL,GF01,PC_GDP,4.9
2016,NL,GF01,PC_GDP,4.3
2017,NL,GF01,PC_GDP,4
2018,NL,GF01,PC_GDP,4
2019,NL,GF01,PC_GDP,4
2020,NL,GF01,PC_GDP,4.2
2021,NL,GF01,PC_GDP,3.9
2022,NL,GF01,PC_GDP,3.7
2000,AT,GF01,PC_GDP,8.3
2001,AT,GF01,PC_GDP,8.6
2002,AT,GF01,PC_GDP,8.1
2003,AT,GF01,PC_GDP,7.8
2004,AT,GF01,PC_GDP,7.6
2005,AT,GF01,PC_GDP,7.8
2006,AT,GF01,PC_GDP,7.7
2007,AT,GF01,PC_GDP,7.6
2008,AT,GF01,PC_GDP,7.2
2009,AT,GF01,PC_GDP,7.8
2010,AT,GF01,PC_GDP,7.7
2011,AT,GF01,PC_GDP,7.4
2012,AT,GF01,PC_GDP,7.3
2013,AT,GF01,PC_GDP,7.2
2014,AT,GF01,PC_GDP,6.8
2015,AT,GF01,PC_GDP,6.8
2016,AT,GF01,PC_GDP,6.5
2017,AT,GF01,PC_GDP,6
2018,AT,GF01,PC_GDP,5.9
2019,AT,GF01,PC_GDP,5.8
2020,AT,GF01,PC_GDP,6.1
2021,AT,GF01,PC_GDP,5.8
2022,AT,GF01,PC_GDP,5.3
2000,PL,GF01,PC_GDP,6
2001,PL,GF01,PC_GDP,6.3
2002,PL,GF01,PC_GDP,6
2003,PL,GF01,PC_GDP,6.2
2004,PL,GF01,PC_GDP,6.2
2005,PL,GF01,PC_GDP,5.8
2006,PL,GF01,PC_GDP,5.7
2007,PL,GF01,PC_GDP,5.4
2008,PL,GF01,PC_GDP,5.3
2009,PL,GF01,PC_GDP,5.6
2010,PL,GF01,PC_GDP,5.7
2011,PL,GF01,PC_GDP,5.6
2012,PL,GF01,PC_GDP,5.8
2013,PL,GF01,PC_GDP,5.8
2014,PL,GF01,PC_GDP,5.1
2015,PL,GF01,PC_GDP,4.9
2016,PL,GF01,PC_GDP,4.7
2017,PL,GF01,PC_GDP,4.4
2018,PL,GF01,PC_GDP,4.4
2019,PL,GF01,PC_GDP,4.2
2020,PL,GF01,PC_GDP,4.4
2021,PL,GF01,PC_GDP,4.1
2022,PL,GF01,PC_GDP,4.4
2000,PT,GF01,PC_GDP,6.3
2001,PT,GF01,PC_GDP,6.5
2002,PT,GF01,PC_GDP,6.1
2003,PT,GF01,PC_GDP,6.4
2004,PT,GF01,PC_GDP,6.5
2005,PT,GF01,PC_GDP,6.7
2006,PT,GF01,PC_GDP,6.7
2007,PT,GF01,PC_GDP,7.1
2008,PT,GF01,PC_GDP,7.4
2009,PT,GF01,PC_GDP,7.6
2010,PT,GF01,PC_GDP,7.5
2011,PT,GF01,PC_GDP,8.9
2012,PT,GF01,PC_GDP,9.3
2013,PT,GF01,PC_GDP,9.4
2014,PT,GF01,PC_GDP,9.2
2015,PT,GF01,PC_GDP,8.8
2016,PT,GF01,PC_GDP,8.2
2017,PT,GF01,PC_GDP,7.6
2018,PT,GF01,PC_GDP,7.1
2019,PT,GF01,PC_GDP,6.6
2020,PT,GF01,PC_GDP,7
2021,PT,GF01,PC_GDP,6.6
2022,PT,GF01,PC_GDP,5.7
2000,RO,GF01,PC_GDP,7.9
2001,RO,GF01,PC_GDP,6.5
2002,RO,GF01,PC_GDP,5.4
2003,RO,GF01,PC_GDP,4.3
2004,RO,GF01,PC_GDP,3.9
2005,RO,GF01,PC_GDP,3.8
2006,RO,GF01,PC_GDP,3.5
2007,RO,GF01,PC_GDP,4.5
2008,RO,GF01,PC_GDP,4.7
2009,RO,GF01,PC_GDP,4.7
2010,RO,GF01,PC_GDP,4.8
2011,RO,GF01,PC_GDP,5.1
2012,RO,GF01,PC_GDP,5.2
2013,RO,GF01,PC_GDP,5.3
2014,RO,GF01,PC_GDP,4.8
2015,RO,GF01,PC_GDP,4.8
2016,RO,GF01,PC_GDP,4.4
2017,RO,GF01,PC_GDP,4.1
2018,RO,GF01,PC_GDP,4.4
2019,RO,GF01,PC_GDP,4.1
2020,RO,GF01,PC_GDP,4.8
2021,RO,GF01,PC_GDP,4.9
2022,RO,GF01,PC_GDP,5
2000,SI,GF01,PC_GDP,6
2001,SI,GF01,PC_GDP,6.8
2002,SI,GF01,PC_GDP,5.9
2003,SI,GF01,PC_GDP,5.7
2004,SI,GF01,PC_GDP,5.8
2005,SI,GF01,PC_GDP,5.8
2006,SI,GF01,PC_GDP,5.4
2007,SI,GF01,PC_GDP,5.6
2008,SI,GF01,PC_GDP,5.2
2009,SI,GF01,PC_GDP,5.7
2010,SI,GF01,PC_GDP,5.6
2011,SI,GF01,PC_GDP,5.9
2012,SI,GF01,PC_GDP,5.9
2013,SI,GF01,PC_GDP,6.4
2014,SI,GF01,PC_GDP,7.4
2015,SI,GF01,PC_GDP,6.6
2016,SI,GF01,PC_GDP,6.6
2017,SI,GF01,PC_GDP,5.9
2018,SI,GF01,PC_GDP,5.4
2019,SI,GF01,PC_GDP,5.2
2020,SI,GF01,PC_GDP,5.4
2021,SI,GF01,PC_GDP,5.1
2022,SI,GF01,PC_GDP,4.7
2000,SK,GF01,PC_GDP,11.2
2001,SK,GF01,PC_GDP,8
2002,SK,GF01,PC_GDP,7.9
2003,SK,GF01,PC_GDP,6
2004,SK,GF01,PC_GDP,5
2005,SK,GF01,PC_GDP,4.8
2006,SK,GF01,PC_GDP,4.8
2007,SK,GF01,PC_GDP,4.1
2008,SK,GF01,PC_GDP,4.2
2009,SK,GF01,PC_GDP,5.7
2010,SK,GF01,PC_GDP,4.7
2011,SK,GF01,PC_GDP,4.9
2012,SK,GF01,PC_GDP,4.9
2013,SK,GF01,PC_GDP,5.6
2014,SK,GF01,PC_GDP,5.5
2015,SK,GF01,PC_GDP,6
2016,SK,GF01,PC_GDP,5
2017,SK,GF01,PC_GDP,5.2
2018,SK,GF01,PC_GDP,5
2019,SK,GF01,PC_GDP,5.2
2020,SK,GF01,PC_GDP,5.5
2021,SK,GF01,PC_GDP,5.6
2022,SK,GF01,PC_GDP,4.7
2000,FI,GF01,PC_GDP,7.5
2001,FI,GF01,PC_GDP,7.4
2002,FI,GF01,PC_GDP,7
2003,FI,GF01,PC_GDP,7.1
2004,FI,GF01,PC_GDP,7
2005,FI,GF01,PC_GDP,7
2006,FI,GF01,PC_GDP,6.9
2007,FI,GF01,PC_GDP,6.7
