TIME,GEO,SEX,AGE,ACL00,FREQUENC,VALUE
2015,NO,F,Y25-34,AC52A,NM12,4.2
2022,NO,F,Y25-34,AC52A,NM12,10.6
2015,CH,F,Y25-34,AC52A,NM12,2
2022,CH,F,Y25-34,AC52A,NM12,10.4
2006,UK,F,Y25-34,AC52A,NM12,4.2
2015,UK,F,Y25-34,AC52A,NM12,6.8
2015,ME,F,Y25-34,AC52A,NM12,26.6
2022,ME,F,Y25-34,AC52A,NM12,40.2
2015,MK,F,Y25-34,AC52A,NM12,45.7
2015,RS,F,Y25-34,AC52A,NM12,24.1
2022,RS,F,Y25-34,AC52A,NM12,28.4
2022,TR,F,Y25-34,AC52A,NM12,50
2006,BE,T,Y35-49,AC52A,NM12,9
2015,BE,T,Y35-49,AC52A,NM12,12.5
2022,BE,T,Y35-49,AC52A,NM12,19.5
2006,BG,T,Y35-49,AC52A,NM12,47
2015,BG,T,Y35-49,AC52A,NM12,35.3
2022,BG,T,Y35-49,AC52A,NM12,51.1
2006,CZ,T,Y35-49,AC52A,NM12,10.9
2015,CZ,T,Y35-49,AC52A,NM12,7.1
2022,CZ,T,Y35-49,AC52A,NM12,16.5
2006,DK,T,Y35-49,AC52A,NM12,5.5
2015,DK,T,Y35-49,AC52A,NM12,5.4
2022,DK,T,Y35-49,AC52A,NM12,11
2006,DE,T,Y35-49,AC52A,NM12,8.7
2015,DE,T,Y35-49,AC52A,NM12,9.8
2006,EE,T,Y35-49,AC52A,NM12,14.8
2015,EE,T,Y35-49,AC52A,NM12,6.5
2022,EE,T,Y35-49,AC52A,NM12,18.4
2006,IE,T,Y35-49,AC52A,NM12,35
2015,IE,T,Y35-49,AC52A,NM12,13.3
2022,IE,T,Y35-49,AC52A,NM12,20.9
2006,EL,T,Y35-49,AC52A,NM12,18.3
2015,EL,T,Y35-49,AC52A,NM12,23.8
2022,EL,T,Y35-49,AC52A,NM12,42.2
2006,ES,T,Y35-49,AC52A,NM12,10.6
2015,ES,T,Y35-49,AC52A,NM12,16.9
2022,ES,T,Y35-49,AC52A,NM12,21.8
2006,FR,T,Y35-49,AC52A,NM12,5.2
2015,FR,T,Y35-49,AC52A,NM12,4.6
2022,FR,T,Y35-49,AC52A,NM12,19.9
2015,HR,T,Y35-49,AC52A,NM12,27.2
2022,HR,T,Y35-49,AC52A,NM12,40
2006,IT,T,Y35-49,AC52A,NM12,14.2
2015,IT,T,Y35-49,AC52A,NM12,26.1
2022,IT,T,Y35-49,AC52A,NM12,37.7
2006,CY,T,Y35-49,AC52A,NM12,20.6
2015,CY,T,Y35-49,AC52A,NM12,23
2022,CY,T,Y35-49,AC52A,NM12,49.3
2006,LV,T,Y35-49,AC52A,NM12,12.7
2015,LV,T,Y35-49,AC52A,NM12,9.5
2022,LV,T,Y35-49,AC52A,NM12,34.5
2006,LT,T,Y35-49,AC52A,NM12,13.8
2015,LT,T,Y35-49,AC52A,NM12,11.9
2022,LT,T,Y35-49,AC52A,NM12,30.2
2006,LU,T,Y35-49,AC52A,NM12,6.6
2015,LU,T,Y35-49,AC52A,NM12,4.4
2022,LU,T,Y35-49,AC52A,NM12,12.9
2006,HU,T,Y35-49,AC52A,NM12,13.9
2015,HU,T,Y35-49,AC52A,NM12,13.8
2022,HU,T,Y35-49,AC52A,NM12,34.1
2006,MT,T,Y35-49,AC52A,NM12,15.7
2015,MT,T,Y35-49,AC52A,NM12,18.8
2022,MT,T,Y35-49,AC52A,NM12,39.4
2006,NL,T,Y35-49,AC52A,NM12,34.2
2015,NL,T,Y35-49,AC52A,NM12,2.7
2022,NL,T,Y35-49,AC52A,NM12,17.9
2006,AT,T,Y35-49,AC52A,NM12,10.6
2015,AT,T,Y35-49,AC52A,NM12,10.1
2022,AT,T,Y35-49,AC52A,NM12,26.7
2006,PL,T,Y35-49,AC52A,NM12,9
2015,PL,T,Y35-49,AC52A,NM12,12.4
2022,PL,T,Y35-49,AC52A,NM12,19.4
2006,PT,T,Y35-49,AC52A,NM12,9.1
2015,PT,T,Y35-49,AC52A,NM12,7.2
2022,PT,T,Y35-49,AC52A,NM12,17.3
2015,RO,T,Y35-49,AC52A,NM12,31.8
2022,RO,T,Y35-49,AC52A,NM12,44.1
2006,SI,T,Y35-49,AC52A,NM12,38.9
2015,SI,T,Y35-49,AC52A,NM12,5.2
2022,SI,T,Y35-49,AC52A,NM12,19.7
2006,SK,T,Y35-49,AC52A,NM12,18.8
2015,SK,T,Y35-49,AC52A,NM12,12.6
2022,SK,T,Y35-49,AC52A,NM12,39.2
2006,FI,T,Y35-49,AC52A,NM12,34.8
2015,FI,T,Y35-49,AC52A,NM12,3.5
2022,FI,T,Y35-49,AC52A,NM12,17.1
2006,SE,T,Y35-49,AC52A,NM12,34.1
2015,SE,T,Y35-49,AC52A,NM12,4.8
2022,SE,T,Y35-49,AC52A,NM12,21
2006,IS,T,Y35-49,AC52A,NM12,37.5
2015,IS,T,Y35-49,AC52A,NM12,2.6
2006,NO,T,Y35-49,AC52A,NM12,31.7
2015,NO,T,Y35-49,AC52A,NM12,2.8
2022,NO,T,Y35-49,AC52A,NM12,13.2
2015,CH,T,Y35-49,AC52A,NM12,3.6
2022,CH,T,Y35-49,AC52A,NM12,13.9
2006,UK,T,Y35-49,AC52A,NM12,5.3
2015,UK,T,Y35-49,AC52A,NM12,10.1
2022,ME,T,Y35-49,AC52A,NM12,52.5
2015,MK,T,Y35-49,AC52A,NM12,42.9
2015,RS,T,Y35-49,AC52A,NM12,33.3
2022,RS,T,Y35-49,AC52A,NM12,38.9
2022,TR,T,Y35-49,AC52A,NM12,58.8
2006,BE,M,Y35-49,AC52A,NM12,9.2
2015,BE,M,Y35-49,AC52A,NM12,12.5
2022,BE,M,Y35-49,AC52A,NM12,21.8
2006,BG,M,Y35-49,AC52A,NM12,46.9
2015,BG,M,Y35-49,AC52A,NM12,35.2
2022,BG,M,Y35-49,AC52A,NM12,51.9
2006,CZ,M,Y35-49,AC52A,NM12,14.8
2015,CZ,M,Y35-49,AC52A,NM12,9.4
2022,CZ,M,Y35-49,AC52A,NM12,18.7
2006,DK,M,Y35-49,AC52A,NM12,7.8
2015,DK,M,Y35-49,AC52A,NM12,5.1
2022,DK,M,Y35-49,AC52A,NM12,11.8
2006,DE,M,Y35-49,AC52A,NM12,10
2015,DE,M,Y35-49,AC52A,NM12,9.6
2006,EE,M,Y35-49,AC52A,NM12,15.7
2015,EE,M,Y35-49,AC52A,NM12,7
2022,EE,M,Y35-49,AC52A,NM12,19.1
2006,IE,M,Y35-49,AC52A,NM12,43.7
2015,IE,M,Y35-49,AC52A,NM12,13.1
2022,IE,M,Y35-49,AC52A,NM12,22.7
2006,EL,M,Y35-49,AC52A,NM12,19.3
2015,EL,M,Y35-49,AC52A,NM12,24.4
2022,EL,M,Y35-49,AC52A,NM12,44.6
2006,ES,M,Y35-49,AC52A,NM12,12.2
2015,ES,M,Y35-49,AC52A,NM12,16.8
2022,ES,M,Y35-49,AC52A,NM12,22.1
2006,FR,M,Y35-49,AC52A,NM12,6.2
2015,FR,M,Y35-49,AC52A,NM12,5.4
2022,FR,M,Y35-49,AC52A,NM12,20
2015,HR,M,Y35-49,AC52A,NM12,35.3
2022,HR,M,Y35-49,AC52A,NM12,43
2006,IT,M,Y35-49,AC52A,NM12,15
2015,IT,M,Y35-49,AC52A,NM12,24.7
2022,IT,M,Y35-49,AC52A,NM12,35
2006,CY,M,Y35-49,AC52A,NM12,22.2
2015,CY,M,Y35-49,AC52A,NM12,24.7
2022,CY,M,Y35-49,AC52A,NM12,49.5
2006,LV,M,Y35-49,AC52A,NM12,22
2015,LV,M,Y35-49,AC52A,NM12,13.6
2022,LV,M,Y35-49,AC52A,NM12,37.5
2006,LT,M,Y35-49,AC52A,NM12,17.9
2015,LT,M,Y35-49,AC52A,NM12,12.3
2022,LT,M,Y35-49,AC52A,NM12,31.1
2006,LU,M,Y35-49,AC52A,NM12,6.5
2015,LU,M,Y35-49,AC52A,NM12,3.4
2022,LU,M,Y35-49,AC52A,NM12,7.2
2006,HU,M,Y35-49,AC52A,NM12,15.5
2015,HU,M,Y35-49,AC52A,NM12,13.8
2022,HU,M,Y35-49,AC52A,NM12,37.8
2006,MT,M,Y35-49,AC52A,NM12,19
2015,MT,M,Y35-49,AC52A,NM12,16.9
2022,MT,M,Y35-49,AC52A,NM12,39.2
2006,NL,M,Y35-49,AC52A,NM12,32.7
2015,NL,M,Y35-49,AC52A,NM12,2.2
2022,NL,M,Y35-49,AC52A,NM12,20
2006,AT,M,Y35-49,AC52A,NM12,12.1
2015,AT,M,Y35-49,AC52A,NM12,11.5
2022,AT,M,Y35-49,AC52A,NM12,30.1
2006,PL,M,Y35-49,AC52A,NM12,9.4
2015,PL,M,Y35-49,AC52A,NM12,12.4
2022,PL,M,Y35-49,AC52A,NM12,20.6
2006,PT,M,Y35-49,AC52A,NM12,5.9
2015,PT,M,Y35-49,AC52A,NM12,6.6
2022,PT,M,Y35-49,AC52A,NM12,16.2
2015,RO,M,Y35-49,AC52A,NM12,29.2
2022,RO,M,Y35-49,AC52A,NM12,44.6
2006,SI,M,Y35-49,AC52A,NM12,41.8
2015,SI,M,Y35-49,AC52A,NM12,3.6
2022,SI,M,Y35-49,AC52A,NM12,20.9
2006,SK,M,Y35-49,AC52A,NM12,19.6
2015,SK,M,Y35-49,AC52A,NM12,16.9
2022,SK,M,Y35-49,AC52A,NM12,44.7
2006,FI,M,Y35-49,AC52A,NM12,34.2
2015,FI,M,Y35-49,AC52A,NM12,3.3
2022,FI,M,Y35-49,AC52A,NM12,18.9
2006,SE,M,Y35-49,AC52A,NM12,32.9
2015,SE,M,Y35-49,AC52A,NM12,6
2022,SE,M,Y35-49,AC52A,NM12,21.5
2006,IS,M,Y35-49,AC52A,NM12,38.8
2015,IS,M,Y35-49,AC52A,NM12,2.3
2006,NO,M,Y35-49,AC52A,NM12,29.9
2015,NO,M,Y35-49,AC52A,NM12,3.6
2022,NO,M,Y35-49,AC52A,NM12,14.5
2015,CH,M,Y35-49,AC52A,NM12,3.9
2022,CH,M,Y35-49,AC52A,NM12,14.2
2006,UK,M,Y35-49,AC52A,NM12,5
2015,UK,M,Y35-49,AC52A,NM12,10.7
2022,ME,M,Y35-49,AC52A,NM12,55.3
2015,MK,M,Y35-49,AC52A,NM12,40.8
2015,RS,M,Y35-49,AC52A,NM12,38.9
2022,RS,M,Y35-49,AC52A,NM12,46.9
2022,TR,M,Y35-49,AC52A,NM12,60.5
2006,BE,F,Y35-49,AC52A,NM12,8.9
2015,BE,F,Y35-49,AC52A,NM12,12.4
2022,BE,F,Y35-49,AC52A,NM12,17.6
2006,BG,F,Y35-49,AC52A,NM12,47.1
2015,BG,F,Y35-49,AC52A,NM12,35.3
2022,BG,F,Y35-49,AC52A,NM12,50.6
2006,CZ,F,Y35-49,AC52A,NM12,6.4
2015,CZ,F,Y35-49,AC52A,NM12,4.8
2022,CZ,F,Y35-49,AC52A,NM12,14.7
2006,DK,F,Y35-49,AC52A,NM12,3.8
2015,DK,F,Y35-49,AC52A,NM12,5.7
2022,DK,F,Y35-49,AC52A,NM12,10.5
2006,DE,F,Y35-49,AC52A,NM12,6.5
2015,DE,F,Y35-49,AC52A,NM12,10.2
2006,EE,F,Y35-49,AC52A,NM12,14.4
2015,EE,F,Y35-49,AC52A,NM12,6.2
2022,EE,F,Y35-49,AC52A,NM12,17.8
2006,IE,F,Y35-49,AC52A,NM12,26.9
2015,IE,F,Y35-49,AC52A,NM12,13.3
2022,IE,F,Y35-49,AC52A,NM12,19.4
2006,EL,F,Y35-49,AC52A,NM12,17.3
2015,EL,F,Y35-49,AC52A,NM12,23.2
2022,EL,F,Y35-49,AC52A,NM12,40.3
2006,ES,F,Y35-49,AC52A,NM12,9.1
2015,ES,F,Y35-49,AC52A,NM12,16.9
2022,ES,F,Y35-49,AC52A,NM12,21.6
2006,FR,F,Y35-49,AC52A,NM12,4.4
2015,FR,F,Y35-49,AC52A,NM12,4
2022,FR,F,Y35-49,AC52A,NM12,19.9
2015,HR,F,Y35-49,AC52A,NM12,21.9
2022,HR,F,Y35-49,AC52A,NM12,38
2006,IT,F,Y35-49,AC52A,NM12,13.6
2015,IT,F,Y35-49,AC52A,NM12,27.2
2022,IT,F,Y35-49,AC52A,NM12,39.6
2006,CY,F,Y35-49,AC52A,NM12,19
2015,CY,F,Y35-49,AC52A,NM12,21.5
2022,CY,F,Y35-49,AC52A,NM12,49.1
2006,LV,F,Y35-49,AC52A,NM12,8
2015,LV,F,Y35-49,AC52A,NM12,7.6
2022,LV,F,Y35-49,AC52A,NM12,32.9
2006,LT,F,Y35-49,AC52A,NM12,11.5
2015,LT,F,Y35-49,AC52A,NM12,11.6
2022,LT,F,Y35-49,AC52A,NM12,29.6
2006,LU,F,Y35-49,AC52A,NM12,6.7
2015,LU,F,Y35-49,AC52A,NM12,5.5
2022,LU,F,Y35-49,AC52A,NM12,17.9
2006,HU,F,Y35-49,AC52A,NM12,12.9
2015,HU,F,Y35-49,AC52A,NM12,13.7
2022,HU,F,Y35-49,AC52A,NM12,31.6
2006,MT,F,Y35-49,AC52A,NM12,10.2
2015,MT,F,Y35-49,AC52A,NM12,20.6
2022,MT,F,Y35-49,AC52A,NM12,39.7
2006,NL,F,Y35-49,AC52A,NM12,35.9
2015,NL,F,Y35-49,AC52A,NM12,3.3
2022,NL,F,Y35-49,AC52A,NM12,16.1
2006,AT,F,Y35-49,AC52A,NM12,8.8
2015,AT,F,Y35-49,AC52A,NM12,8.3
2022,AT,F,Y35-49,AC52A,NM12,23
2006,PL,F,Y35-49,AC52A,NM12,8.8
2015,PL,F,Y35-49,AC52A,NM12,12.5
2022,PL,F,Y35-49,AC52A,NM12,18.5
2006,PT,F,Y35-49,AC52A,NM12,11.4
2015,PT,F,Y35-49,AC52A,NM12,7.6
2022,PT,F,Y35-49,AC52A,NM12,18
2015,RO,F,Y35-49,AC52A,NM12,34.4
2022,RO,F,Y35-49,AC52A,NM12,43.7
2006,SI,F,Y35-49,AC52A,NM12,36.7
2015,SI,F,Y35-49,AC52A,NM12,6.4
2022,SI,F,Y35-49,AC52A,NM12,18.8
2006,SK,F,Y35-49,AC52A,NM12,18
2015,SK,F,Y35-49,AC52A,NM12,9.2
2022,SK,F,Y35-49,AC52A,NM12,35.1
2006,FI,F,Y35-49,AC52A,NM12,35.3
2015,FI,F,Y35-49,AC52A,NM12,3.6
2022,FI,F,Y35-49,AC52A,NM12,15.7
2006,SE,F,Y35-49,AC52A,NM12,35
2015,SE,F,Y35-49,AC52A,NM12,3.9
2022,SE,F,Y35-49,AC52A,NM12,20.5
2006,IS,F,Y35-49,AC52A,NM12,36.5
2015,IS,F,Y35-49,AC52A,NM12,2.8
2006,NO,F,Y35-49,AC52A,NM12,33.3
2015,NO,F,Y35-49,AC52A,NM12,2.1
2022,NO,F,Y35-49,AC52A,NM12,12.4
2015,CH,F,Y35-49,AC52A,NM12,3.2
2022,CH,F,Y35-49,AC52A,NM12,13.6
2006,UK,F,Y35-49,AC52A,NM12,5.6
2015,UK,F,Y35-49,AC52A,NM12,9.5
2022,ME,F,Y35-49,AC52A,NM12,50.3
2015,MK,F,Y35-49,AC52A,NM12,44.6
2015,RS,F,Y35-49,AC52A,NM12,29.3
2022,RS,F,Y35-49,AC52A,NM12,33.4
2022,TR,F,Y35-49,AC52A,NM12,56.7
2006,BE,T,Y50-64,AC52A,NM12,13.1
2015,BE,T,Y50-64,AC52A,NM12,14.6
2022,BE,T,Y50-64,AC52A,NM12,27.7
2006,BG,T,Y50-64,AC52A,NM12,58.8
2015,BG,T,Y50-64,AC52A,NM12,48.6
2022,BG,T,Y50-64,AC52A,NM12,62.7
2006,CZ,T,Y50-64,AC52A,NM12,15.1
2015,CZ,T,Y50-64,AC52A,NM12,11.9
2022,CZ,T,Y50-64,AC52A,NM12,21.2
2006,DK,T,Y50-64,AC52A,NM12,4.8
2015,DK,T,Y50-64,AC52A,NM12,9
2022,DK,T,Y50-64,AC52A,NM12,17
2006,DE,T,Y50-64,AC52A,NM12,12.3
2015,DE,T,Y50-64,AC52A,NM12,12.7
2006,EE,T,Y50-64,AC52A,NM12,23.1
2015,EE,T,Y50-64,AC52A,NM12,20
2022,EE,T,Y50-64,AC52A,NM12,29.9
2006,IE,T,Y50-64,AC52A,NM12,33.9
2015,IE,T,Y50-64,AC52A,NM12,17.4
2022,IE,T,Y50-64,AC52A,NM12,26.3
2006,EL,T,Y50-64,AC52A,NM12,26.9
2015,EL,T,Y50-64,AC52A,NM12,35.4
2022,EL,T,Y50-64,AC52A,NM12,42.9
2006,ES,T,Y50-64,AC52A,NM12,14.3
2015,ES,T,Y50-64,AC52A,NM12,17.7
2022,ES,T,Y50-64,AC52A,NM12,23.7
2006,FR,T,Y50-64,AC52A,NM12,10.6
2015,FR,T,Y50-64,AC52A,NM12,6.6
2022,FR,T,Y50-64,AC52A,NM12,26.9
2015,HR,T,Y50-64,AC52A,NM12,38.8
2022,HR,T,Y50-64,AC52A,NM12,47.6
2006,IT,T,Y50-64,AC52A,NM12,16.7
2015,IT,T,Y50-64,AC52A,NM12,28.6
2022,IT,T,Y50-64,AC52A,NM12,44.3
2006,CY,T,Y50-64,AC52A,NM12,29.5
2015,CY,T,Y50-64,AC52A,NM12,38.8
2022,CY,T,Y50-64,AC52A,NM12,53.8
2006,LV,T,Y50-64,AC52A,NM12,22.3
2015,LV,T,Y50-64,AC52A,NM12,16.9
2022,LV,T,Y50-64,AC52A,NM12,44.2
2006,LT,T,Y50-64,AC52A,NM12,20.6
2015,LT,T,Y50-64,AC52A,NM12,16.3
2022,LT,T,Y50-64,AC52A,NM12,34.7
2006,LU,T,Y50-64,AC52A,NM12,6.8
2015,LU,T,Y50-64,AC52A,NM12,4
2022,LU,T,Y50-64,AC52A,NM12,11.5
2006,HU,T,Y50-64,AC52A,NM12,21.8
2015,HU,T,Y50-64,AC52A,NM12,20.6
2022,HU,T,Y50-64,AC52A,NM12,32.8
2006,MT,T,Y50-64,AC52A,NM12,31.3
2015,MT,T,Y50-64,AC52A,NM12,18.8
2022,MT,T,Y50-64,AC52A,NM12,51.9
2006,NL,T,Y50-64,AC52A,NM12,36.5
2015,NL,T,Y50-64,AC52A,NM12,5.7
2022,NL,T,Y50-64,AC52A,NM12,22.1
2006,AT,T,Y50-64,AC52A,NM12,13.8
2015,AT,T,Y50-64,AC52A,NM12,15.1
2022,AT,T,Y50-64,AC52A,NM12,29.5
2006,PL,T,Y50-64,AC52A,NM12,17.4
2015,PL,T,Y50-64,AC52A,NM12,15.8
2022,PL,T,Y50-64,AC52A,NM12,23.5
2006,PT,T,Y50-64,AC52A,NM12,10.1
2015,PT,T,Y50-64,AC52A,NM12,13.8
2022,PT,T,Y50-64,AC52A,NM12,19.1
2015,RO,T,Y50-64,AC52A,NM12,45.5
2022,RO,T,Y50-64,AC52A,NM12,54.9
2006,SI,T,Y50-64,AC52A,NM12,43.9
2015,SI,T,Y50-64,AC52A,NM12,10.7
2022,SI,T,Y50-64,AC52A,NM12,25.7
2006,SK,T,Y50-64,AC52A,NM12,23.8
2015,SK,T,Y50-64,AC52A,NM12,24.7
2022,SK,T,Y50-64,AC52A,NM12,50.2
2006,FI,T,Y50-64,AC52A,NM12,34.3
2015,FI,T,Y50-64,AC52A,NM12,4.9
2022,FI,T,Y50-64,AC52A,NM12,24
2006,SE,T,Y50-64,AC52A,NM12,32.8
2015,SE,T,Y50-64,AC52A,NM12,4.4
2022,SE,T,Y50-64,AC52A,NM12,25.9
2006,IS,T,Y50-64,AC52A,NM12,30.7
2015,IS,T,Y50-64,AC52A,NM12,4.1
2006,NO,T,Y50-64,AC52A,NM12,34
2015,NO,T,Y50-64,AC52A,NM12,5.9
2022,NO,T,Y50-64,AC52A,NM12,21.1
2015,CH,T,Y50-64,AC52A,NM12,4.1
2022,CH,T,Y50-64,AC52A,NM12,16.6
2006,UK,T,Y50-64,AC52A,NM12,9.6
2015,UK,T,Y50-64,AC52A,NM12,9.6
2022,ME,T,Y50-64,AC52A,NM12,59.6
2015,MK,T,Y50-64,AC52A,NM12,60.8
2015,RS,T,Y50-64,AC52A,NM12,49.2
2022,RS,T,Y50-64,AC52A,NM12,50.1
2022,TR,T,Y50-64,AC52A,NM12,70.6
2006,BE,M,Y50-64,AC52A,NM12,13.5
2015,BE,M,Y50-64,AC52A,NM12,15.7
2022,BE,M,Y50-64,AC52A,NM12,27
2006,BG,M,Y50-64,AC52A,NM12,58.4
2015,BG,M,Y50-64,AC52A,NM12,50.9
2022,BG,M,Y50-64,AC52A,NM12,67.9
2006,CZ,M,Y50-64,AC52A,NM12,18.9
2015,CZ,M,Y50-64,AC52A,NM12,15.8
2022,CZ,M,Y50-64,AC52A,NM12,25.1
2006,DK,M,Y50-64,AC52A,NM12,6.9
2015,DK,M,Y50-64,AC52A,NM12,8.9
2022,DK,M,Y50-64,AC52A,NM12,18.7
2006,DE,M,Y50-64,AC52A,NM12,11.7
2015,DE,M,Y50-64,AC52A,NM12,12.4
2006,EE,M,Y50-64,AC52A,NM12,30.2
2015,EE,M,Y50-64,AC52A,NM12,28.1
2022,EE,M,Y50-64,AC52A,NM12,38.1
2006,IE,M,Y50-64,AC52A,NM12,39.4
2015,IE,M,Y50-64,AC52A,NM12,21.4
2022,IE,M,Y50-64,AC52A,NM12,29.3
2006,EL,M,Y50-64,AC52A,NM12,29.5
2015,EL,M,Y50-64,AC52A,NM12,38.9
2022,EL,M,Y50-64,AC52A,NM12,43.2
2006,ES,M,Y50-64,AC52A,NM12,15.2
2015,ES,M,Y50-64,AC52A,NM12,17.4
2022,ES,M,Y50-64,AC52A,NM12,24.3
2006,FR,M,Y50-64,AC52A,NM12,11.8
2015,FR,M,Y50-64,AC52A,NM12,6.5
2022,FR,M,Y50-64,AC52A,NM12,25.8
2015,HR,M,Y50-64,AC52A,NM12,45.7
2022,HR,M,Y50-64,AC52A,NM12,51.7
2006,IT,M,Y50-64,AC52A,NM12,15.7
2015,IT,M,Y50-64,AC52A,NM12,31.3
2022,IT,M,Y50-64,AC52A,NM12,40.9
2006,CY,M,Y50-64,AC52A,NM12,31.8
2015,CY,M,Y50-64,AC52A,NM12,39.6
2022,CY,M,Y50-64,AC52A,NM12,56.6
2006,LV,M,Y50-64,AC52A,NM12,22.7
2015,LV,M,Y50-64,AC52A,NM12,20.8
2022,LV,M,Y50-64,AC52A,NM12,44.2
2006,LT,M,Y50-64,AC52A,NM12,25.6
2015,LT,M,Y50-64,AC52A,NM12,19.4
2022,LT,M,Y50-64,AC52A,NM12,45.4
2006,LU,M,Y50-64,AC52A,NM12,7.8
2015,LU,M,Y50-64,AC52A,NM12,4.4
2022,LU,M,Y50-64,AC52A,NM12,12.6
2006,HU,M,Y50-64,AC52A,NM12,27.1
2015,HU,M,Y50-64,AC52A,NM12,25.3
2022,HU,M,Y50-64,AC52A,NM12,33.1
2006,MT,M,Y50-64,AC52A,NM12,33.9
2015,MT,M,Y50-64,AC52A,NM12,20.7
2022,MT,M,Y50-64,AC52A,NM12,53.3
2006,NL,M,Y50-64,AC52A,NM12,37.6
2015,NL,M,Y50-64,AC52A,NM12,6.3
2022,NL,M,Y50-64,AC52A,NM12,23.6
2006,AT,M,Y50-64,AC52A,NM12,16.5
2015,AT,M,Y50-64,AC52A,NM12,19.6
2022,AT,M,Y50-64,AC52A,NM12,31.4
2006,PL,M,Y50-64,AC52A,NM12,21.1
2015,PL,M,Y50-64,AC52A,NM12,17.2
2022,PL,M,Y50-64,AC52A,NM12,23.9
2006,PT,M,Y50-64,AC52A,NM12,10.1
2015,PT,M,Y50-64,AC52A,NM12,15.2
2022,PT,M,Y50-64,AC52A,NM12,19.2
2015,RO,M,Y50-64,AC52A,NM12,49.5
2022,RO,M,Y50-64,AC52A,NM12,53.9
2006,SI,M,Y50-64,AC52A,NM12,50.5
2015,SI,M,Y50-64,AC52A,NM12,13.7
2022,SI,M,Y50-64,AC52A,NM12,26.3
2006,SK,M,Y50-64,AC52A,NM12,27.8
2015,SK,M,Y50-64,AC52A,NM12,28.2
2022,SK,M,Y50-64,AC52A,NM12,47.3
2006,FI,M,Y50-64,AC52A,NM12,35.5
2015,FI,M,Y50-64,AC52A,NM12,5.8
2022,FI,M,Y50-64,AC52A,NM12,24.3
2006,SE,M,Y50-64,AC52A,NM12,32.9
2015,SE,M,Y50-64,AC52A,NM12,6.5
2022,SE,M,Y50-64,AC52A,NM12,28.5
2006,IS,M,Y50-64,AC52A,NM12,31.5
2015,IS,M,Y50-64,AC52A,NM12,5.6
2006,NO,M,Y50-64,AC52A,NM12,37.3
2015,NO,M,Y50-64,AC52A,NM12,9
2022,NO,M,Y50-64,AC52A,NM12,22.4
2015,CH,M,Y50-64,AC52A,NM12,4.2
2022,CH,M,Y50-64,AC52A,NM12,15.9
2006,UK,M,Y50-64,AC52A,NM12,12.4
2015,UK,M,Y50-64,AC52A,NM12,11.1
2022,ME,M,Y50-64,AC52A,NM12,63.4
2015,MK,M,Y50-64,AC52A,NM12,64.3
2015,RS,M,Y50-64,AC52A,NM12,54.3
2022,RS,M,Y50-64,AC52A,NM12,59.4
2022,TR,M,Y50-64,AC52A,NM12,72.9
2006,BE,F,Y50-64,AC52A,NM12,12.6
2015,BE,F,Y50-64,AC52A,NM12,13.5
2022,BE,F,Y50-64,AC52A,NM12,28.2
2006,BG,F,Y50-64,AC52A,NM12,59.1
2015,BG,F,Y50-64,AC52A,NM12,47
2022,BG,F,Y50-64,AC52A,NM12,59.1
2006,CZ,F,Y50-64,AC52A,NM12,9.8
2015,CZ,F,Y50-64,AC52A,NM12,7.9
2022,CZ,F,Y50-64,AC52A,NM12,17.6
2006,DK,F,Y50-64,AC52A,NM12,2.9
2015,DK,F,Y50-64,AC52A,NM12,9
2022,DK,F,Y50-64,AC52A,NM12,15.9
2006,DE,F,Y50-64,AC52A,NM12,13.5
2015,DE,F,Y50-64,AC52A,NM12,13.1
2006,EE,F,Y50-64,AC52A,NM12,19.4
2015,EE,F,Y50-64,AC52A,NM12,16
2022,EE,F,Y50-64,AC52A,NM12,25.6
2006,IE,F,Y50-64,AC52A,NM12,28.5
2015,IE,F,Y50-64,AC52A,NM12,13.1
2022,IE,F,Y50-64,AC52A,NM12,23.5
2006,EL,F,Y50-64,AC52A,NM12,22.9
2015,EL,F,Y50-64,AC52A,NM12,31
2022,EL,F,Y50-64,AC52A,NM12,42.6
2006,ES,F,Y50-64,AC52A,NM12,12.9
2015,ES,F,Y50-64,AC52A,NM12,18
2022,ES,F,Y50-64,AC52A,NM12,23.2
2006,FR,F,Y50-64,AC52A,NM12,9.4
2015,FR,F,Y50-64,AC52A,NM12,6.7
2022,FR,F,Y50-64,AC52A,NM12,27.9
2015,HR,F,Y50-64,AC52A,NM12,32.8
2022,HR,F,Y50-64,AC52A,NM12,44
2006,IT,F,Y50-64,AC52A,NM12,17.9
2015,IT,F,Y50-64,AC52A,NM12,25.8
2022,IT,F,Y50-64,AC52A,NM12,46.8
2006,CY,F,Y50-64,AC52A,NM12,26.5
2015,CY,F,Y50-64,AC52A,NM12,37.7
2022,CY,F,Y50-64,AC52A,NM12,51
2006,LV,F,Y50-64,AC52A,NM12,22
2015,LV,F,Y50-64,AC52A,NM12,15
2022,LV,F,Y50-64,AC52A,NM12,44.2
2006,LT,F,Y50-64,AC52A,NM12,17.3
2015,LT,F,Y50-64,AC52A,NM12,14.5
2022,LT,F,Y50-64,AC52A,NM12,29.4
2006,LU,F,Y50-64,AC52A,NM12,5.4
2015,LU,F,Y50-64,AC52A,NM12,3.3
2022,LU,F,Y50-64,AC52A,NM12,10
2006,HU,F,Y50-64,AC52A,NM12,16.8
2015,HU,F,Y50-64,AC52A,NM12,17.6
